steam_appid,categories,genres,header_image,short_description,name,developer,publisher,price,ccu,score
314980,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",Indie,https://cdn.akamai.steamstatic.com/steam/apps/314980/header.jpg?t=1585344970,"Real-Time Strategy/Wargame. From World War II through the Cold War and into the future, re-live or re-imagine the tensions and crises of our recent history! Guide your nation through the era of your choice in Campaigns, Scenarios, and Sandboxes, as you make every effort to become Supreme Ruler!",Supreme Ruler Ultimate,BattleGoat Studios,BattleGoat Studios,1999,129,76
579180,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together']",Action,https://cdn.akamai.steamstatic.com/steam/apps/579180/header.jpg?t=1598897502,"Ys returns with a brand new adventure for the first time in 8 years! Adol awakens shipwrecked and stranded on a cursed island. There, he and the other shipwrecked passengers he rescues form a village to challenge fearsome beasts and mysterious ruins on the isolated island.",Ys VIII: Lacrimosa of DANA,Nihon Falcom,"NIS America, Inc.",5999,129,69
1205970,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together']",Racing,https://cdn.akamai.steamstatic.com/steam/apps/1205970/header.jpg?t=1657093033,"Race your way to victory on bikes, ATVs and UTVs in MX vs ATV Legends! Featuring massive new open environments, plus a career mode that lets you experience all the risks and rewards of becoming a world-famous professional rider. Become an off-road racing legend in your own right! Your time is now!",MX vs ATV Legends,Rainbow Studios,THQ Nordic,3999,129,55
1025600,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Includes level editor']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1025600/header.jpg?t=1620204002,Battle Realms is a fantasy real-time strategy game inspired by the stories told in Kung Fu movies and oriental mythology. Develop your tiny peasant village into a highly trained and deadly efficient clan of warriors who are ready to die with your name on their lips.,Battle Realms: Zen Edition,Ed Del Castillo,Ed Del Castillo,999,128,82
874260,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",Adventure,https://cdn.akamai.steamstatic.com/steam/apps/874260/header.jpg?t=1658131781,"The Forgotten City is a narrative-driven time loop adventure in ancient Rome. Discover the ruins of an ancient underground city, travel 2000 years into the past, and unravel the mystery of who destroyed it by cleverly exploiting the power to wind back time. The fate of the city is in your hands.",The Forgotten City,Modern Storyteller,Dear Villagers,2499,128,84
73170,"['Single-player', 'Multi-player']",Strategy,https://cdn.akamai.steamstatic.com/steam/apps/73170/header.jpg?t=1603968630,"Developed by a team of experienced modders from the Paradox forum, Darkest Hour is a stand-alone Hearts of Iron game. The game features a mixture of short and in-depth campaigns set across the darkest chapters of the 20th century. Play from the outbreak of the Great War up until the onset of the Cold War.",Darkest Hour: A Hearts of Iron Game,Martin Ivanov,Paradox Interactive,999,128,81
612020,"['Single-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",Casual,https://cdn.akamai.steamstatic.com/steam/apps/612020/header.jpg?t=1569338315,"Like the song says, good guys finish last, and in this case, they also finish homeless and on fire. Welcome to Zombidle, Berzerk Studio's newest idle game, or tap game; whatever, you do you, man.",Zombidle : REMONSTERED,Berzerk Studio,Berzerk Studio,0,128,87
1135300,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats']",Adventure,https://cdn.akamai.steamstatic.com/steam/apps/1135300/header.jpg?t=1656680798,"Legend returns! King’s Bounty II is the long-awaited sequel to the legendary King’s Bounty video games franchise, one of the most iconic representatives of the turn-based RPG genre.",King's Bounty II,Fulqrum Games,"Fulqrum Publishing, Prime Matter, 方块游戏 (China)",4999,127,64
204120,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']",Adventure,https://cdn.akamai.steamstatic.com/steam/apps/204120/header.jpg?t=1573494086,LEGO Harry Potter: Years 5-7 takes players through Harry Potter's heroic adventures in the Muggle and wizarding worlds.,LEGO Harry Potter: Years 5-7,Traveller's Tales,Warner Bros. Interactive Entertainment,1999,127,80
683320,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",Adventure,https://cdn.akamai.steamstatic.com/steam/apps/683320/header.jpg?t=1638902760,"Gris is a hopeful young girl lost in her own world, dealing with a painful experience in her life. Her journey through sorrow is manifested in her dress, which grants new abilities to better navigate her faded reality.",GRIS,Nomada Studio,Devolver Digital,424,127,84
222440,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards', 'Remote Play Together']",Action,https://cdn.akamai.steamstatic.com/steam/apps/222440/header.jpg?t=1634706915,"KOF 2002 UM is the 2nd title in the UM Series and a fully upgraded ver. of KOF 2002, a masterpiece of the KOF Series deserving its place of honor alongside KOF ’98. Based on THE NESTS CHRONICLES, 2002 UM includes the most characters of any title in the KOF Series, and fighting game history!",THE KING OF FIGHTERS 2002 UNLIMITED MATCH,"SNK CORPORATION, Code Mystics",SNK CORPORATION,1499,126,95
230190,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",Indie,https://cdn.akamai.steamstatic.com/steam/apps/230190/header.jpg?t=1649871235,Tired of invading dungeons? It's time you built your own! War for the Overworld is a Dungeon Management Game that employs your favourite aspects of the RTS and God Game genres. Carve out your Dungeon and conquer the Overworld!,War for the Overworld,Brightrock Games,Brightrock Games,2999,126,86
1298140,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",Indie,https://cdn.akamai.steamstatic.com/steam/apps/1298140/header.jpg?t=1658232050,Explore a decadent hotel across different timelines and uncover the dark history of a fanatical cult and your role in their plans.,Fobia - St. Dinfna Hotel,Pulsatrix Studios,Maximum Games,2999,126,89
462780,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",Action,https://cdn.akamai.steamstatic.com/steam/apps/462780/header.jpg?t=1590128082,"Deceived by the forces of evil into prematurely bringing about the end of the world, War – the first Horseman of the Apocalypse – stands accused of breaking the sacred law by inciting a war between Heaven and Hell.",Darksiders Warmastered Edition,"KAIKO, Vigil Games",THQ Nordic,1999,125,87
40700,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV']",Adventure,https://cdn.akamai.steamstatic.com/steam/apps/40700/header.jpg?t=1652106954,"Machinarium is the award-winning independent adventure game developed by the makers of Samorost series, Botanicula and CHUCHEL. Help Josef the robot save his girlfriend Berta kidnapped by the Black Cap Brotherhood gang!",Machinarium,Amanita Design,Amanita Design,174,125,85
213330,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']",Action,https://cdn.akamai.steamstatic.com/steam/apps/213330/header.jpg?t=1573510008,"Legends Unite! The Dynamic Duo of Batman and Robin join other famous super heroes from the DC Universe including Superman, Wonder Woman and Green Lantern to save Gotham City from destruction at the hands of the notorious villains Lex Luthor and the Joker.",LEGO Batman 2: DC Super Heroes,TT Games,Warner Bros. Interactive Entertainment,1999,125,81
1271700,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",Racing,https://cdn.akamai.steamstatic.com/steam/apps/1271700/header.jpg?t=1657802187,"Collect the best vehicles in the Hot Wheels™ universe, build spectacular tracks and dive into breathtaking races.",HOT WHEELS UNLEASHED,Milestone S.r.l.,Milestone S.r.l.,4999,125,81
606280,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",Action,https://cdn.akamai.steamstatic.com/steam/apps/606280/header.jpg?t=1603719692,"Return to an apocalyptic Earth in Darksiders III, a hack-n-slash Action Adventure where players assume the role of FURY in her quest to hunt down and dispose of the Seven Deadly Sins. The most enigmatic of the Four Horsemen, FURY must bring balance to the forces that now ravage Earth.",Darksiders III,Gunfire Games,THQ Nordic,5999,125,70
1980350,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1980350/header.jpg?t=1657901523,"You’re being Bounty-Hunted! Run, Build your ship piece-by-piece and make it work with the parts you find, Destroy outposts and waves of fleets, and Pick your battles carefully to overcome your hunters in this Fast-Paced Top-Down Action Roguelite Shooter.",Run Build Pew!,Tired Owl Games,Tired Owl Games,299,124,77
1437840,['Single-player'],Action,https://cdn.akamai.steamstatic.com/steam/apps/1437840/header.jpg?t=1605252766,《三国群英传Ⅲ》是三国群英传系列第三部作品。游戏拥有壮丽的战争场面，战争兵数最多可增加到800人，且战斗受不同地形影响。画面镜头可自行调整，方便玩家调兵遣将。,Heroes of the Three Kingdoms 3,"USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd.",199,124,88
576770,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",Adventure,https://cdn.akamai.steamstatic.com/steam/apps/576770/header.jpg?t=1657002577,"Adventure and fight in a medieval fantasy open world! Build heroic characters with various abilities, travel through villages, cities, or perilous dungeons. Strategic turn-based combat system and advanced character building - Fog of war, charging and flanking, and more in the fast-paced Arena mode.",Low Magic Age,Low Magic Studios,Low Magic Studios,599,124,91
1510460,"['Multi-player', 'MMO', 'Co-op', 'Online Co-op', 'Full controller support', 'In-App Purchases', 'Steam Cloud']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1510460/header.jpg?t=1652035626,"A deliciously addictive core of finger-blistering shooting action, surrounded by delectable morsels of galactic exploration, spacecraft customization, and community competitions.",Chicken Invaders Universe,InterAction studios,InterAction studios,0,124,93
1829980,"['Single-player', 'Steam Achievements', 'Steam Cloud']",Adventure,https://cdn.akamai.steamstatic.com/steam/apps/1829980/header.jpg?t=1651692441,"Takamine Kousei was living a carefree college life until, one day, he tragically died in an accident. But then, the bizarre happened: Takamine Kousei opened his eyes again. And what's more, when he woke up, it was the morning of the very day, he had died.",Café Stella and the Reaper's Butterflies,YUZUSOFT,"NekoNyan Ltd., HIKARI FIELD",3499,124,98
1389990,['Single-player'],Action,https://cdn.akamai.steamstatic.com/steam/apps/1389990/header.jpg?t=1651334543,"Oblivity is an advanced aim training software that provides everything you need to improve your aim! Find your perfect, intuitive mouse sensitivity with Oblivity's sensitivity finder. Or detect your bad aiming habits in the extensive analysis and replay space.",Oblivity - Find your perfect Sensitivity,Poly Games,Poly Games,999,124,80
19680,"['Single-player', 'Partial Controller Support']",Action,https://cdn.akamai.steamstatic.com/steam/apps/19680/header.jpg?t=1655743771,"Alice: Madness Returns is a third-person, single-player, action adventure platformer. Visit the grim reality of Victorian London and travel to the beautiful yet ghastly Wonderland to uncover the root of Alice's madness.",Alice: Madness Returns,Spicy Horse Games,Electronic Arts,1999,124,75
423580,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",Simulation,https://cdn.akamai.steamstatic.com/steam/apps/423580/header.jpg?t=1627897561,Project Highrise is a skyscraper construction and management sim...,Project Highrise,SomaSim,Kasedo Games,1999,123,73
480650,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV']",Simulation,https://cdn.akamai.steamstatic.com/steam/apps/480650/header.jpg?t=1637543778,"Relive past Dueling glory against Yu-Gi-Oh! characters from the past and present! Compete against other players online with your custom deck, then challenge them in Battle Pack Draft and Sealed Play!",Yu-Gi-Oh! Legacy of the Duelist,Other Ocean Interactive,"Konami Digital Entertainment, Inc.",1999,123,85
515220,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV']",Racing,https://cdn.akamai.steamstatic.com/steam/apps/515220/header.jpg?t=1647013419,"MAKE HISTORY - Win the 2017 World Championship, break every record in the fastest ever F1™ cars, and race some of the most iconic F1 cars of the last 30 years.",F1 2017,"Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux), Electronic Arts",0,123,89
345180,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together']",Action,https://cdn.akamai.steamstatic.com/steam/apps/345180/header.jpg?t=1627065449,"Victor Vran is the isometric action-RPG where your skill is just as essential as your character build and gear. Experience intense combat action: dodge, jump and unleash powerful skills to finish off your enemies!",Victor Vran ARPG,Haemimont Games,"Haemimont Games, EuroVideo Medien",499,123,75
1557990,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1557990/header.jpg?t=1651352516,A chaotic Battle Royale inside a furniture store where everything is a weapon.,Retail Royale,DarxDev,DarxDev,0,123,74
265630,"['Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Workshop', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Includes Source SDK', 'Remote Play Together']",Action,https://cdn.akamai.steamstatic.com/steam/apps/265630/header.jpg?t=1654675788,"Multiplayer based, first person enabled, action packed and skill demanding shooter set in the Wild West times. A unique combination of non stop action and slow but powerful weaponry.",Fistful of Frags,Fistful of Frags Team,Fistful of Frags Team,0,123,91
1369670,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Partial Controller Support', 'Steam Cloud']",Casual,https://cdn.akamai.steamstatic.com/steam/apps/1369670/header.jpg?t=1640579404,Enjoy realistic driving in the open world. Relaxing cargo deliveries or driving buses and taxis will give you enough money to buy new cars and parts. You can test your driving skills at the race track. It's all about pure driving pleasure!,Motor Town: Behind The Wheel,P3 Games,P3 Games,1499,123,95
1472660,['Single-player'],Adventure,https://cdn.akamai.steamstatic.com/steam/apps/1472660/header.jpg?t=1653303406,"Humanity Trashed the Earth and left for Mars. Only few remained. EXPLORE the world. Clean the environment, CRAFT with recycled resources. Domesticate animals. Rebuild your village. Restore environment and run your own post-apo FARM as there is No Place Like Home!",No Place Like Home,Chicken Launcher,Awaken Realms,1999,123,83
225640,['Single-player'],RPG,https://cdn.akamai.steamstatic.com/steam/apps/225640/header.jpg?t=1641301466,Experience the world of Ancaria in its full glory with Sacred 2: Gold Edition. Containing Sacred 2 Fallen Angel and the awesome add-on Ice and Blood. Defeat countless dangerous enemies; capture powerful weapons and valuable treasures. Prepare yourself for the ultimate battle and become a legend.,Sacred 2 Gold,Studio II,THQ Nordic,1499,123,75
1069650,"['Single-player', 'Steam Achievements']",Indie,https://cdn.akamai.steamstatic.com/steam/apps/1069650/header.jpg?t=1619696101,Ultimate Admiral: Age of Sail is a tactical wargame from the creators of the Ultimate General series set amidst the epic naval campaigns in the period of the American Revolutionary and Napoleonic Wars.,Ultimate Admiral: Age of Sail,Game-Labs,Game-Labs,2999,122,81
833360,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",Action,https://cdn.akamai.steamstatic.com/steam/apps/833360/header.jpg?t=1658189506,"Choose your own destiny as you explore an open-world procedurally generated galaxy where anything is possible. Become a miner, a trader, a bounty hunter, a pirate, or perhaps a jack of all trades. Start off small and build your way to the top but remember with every action, comes consequences.",Star Valor,Rafael Burgos,Rafael Burgos,1499,122,92
1966130,"['Single-player', 'Multi-player', 'Steam Cloud', 'Remote Play Together']",Strategy,https://cdn.akamai.steamstatic.com/steam/apps/1966130/header.jpg?t=1657874772,"For the first time in the series’ history, Strategic Command will be taking you to the 19th century battlefields of the American Civil War. You will control the armies, research, production and diplomatic policy of either the Union or the Confederacy during a time of innovation and dramatic battles.",Strategic Command: American Civil War,Fury Software,Slitherine Ltd.,3999,122,80
393080,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements']",Action,https://cdn.akamai.steamstatic.com/steam/apps/393080/header.jpg?t=1646764590,"One of the most critically-acclaimed games in history, Call of Duty: Modern Warfare is back, remastered in true high-definition, featuring improved textures, physically based rendering, high-dynamic range lighting and much more.",Call of Duty: Modern Warfare Remastered,"Raven Software, Beenox",Activision,3999,122,65
478980,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Remote Play Together']",Adventure,https://cdn.akamai.steamstatic.com/steam/apps/478980/header.jpg?t=1604597917,"A companion app for the Mansions of Madness Second Edition board game from Fantasy Flight Games. Mansions of Madness is a cooperative game of mystery and investigation inspired by the writings of H. P. Lovecraft. During each game, one to five players explore a location to unravel a mystery.",Mansions of Madness,Fantasy Flight Games,Fantasy Flight Games,0,122,92
323470,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",Action,https://cdn.akamai.steamstatic.com/steam/apps/323470/header.jpg?t=1650406925,"DRAGON BALL XENOVERSE revisits famous battles from the series through your custom Avatar and other classic characters. New features include the mysterious Toki Toki City, new gameplay mechanics, new animations and many other amazing features!",DRAGON BALL XENOVERSE,DIMPS,BANDAI NAMCO Entertainment,3999,122,89
232910,"['Single-player', 'Multi-player', 'VR Support', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor']",Racing,https://cdn.akamai.steamstatic.com/steam/apps/232910/header.jpg?t=1602605537,"TrackMania² Stadium is the return of the popular Stadium environment enjoyed by millions of players with TrackMania Nations Forever. Now part of the ManiaPlanet environment, Stadium allows for improved services around the game, better graphics and a powerful track editor.",TrackMania² Stadium,Nadeo,Ubisoft,999,121,77
1515950,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play Together']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1515950/header.jpg?t=1655979368,Relive the Capcom classics! Get 1943 -The Battle of Midway- and game logo wallpapers free with your download!,Capcom Arcade Stadium,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",0,121,50
954740,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV']",Action,https://cdn.akamai.steamstatic.com/steam/apps/954740/header.jpg?t=1638875326,"Terminator: Resistance, is a first-person shooter set during the 'Future War' scenario that was only glimpsed at in the iconic films, 'THE TERMINATOR' and 'T2: JUDGMENT DAY'. The machines are destined to lose, but at what cost?",Terminator: Resistance,Teyon,Reef Entertainment,3999,121,60
505230,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on TV']",Adventure,https://cdn.akamai.steamstatic.com/steam/apps/505230/header.jpg?t=1631521439,Pathologic 2 is a groundbreaking open-world horror RPG. Resist the plague. Make medicine. Heal people. Perform an autopsy. Trade to get what you need. Fight and kill if necessary. Survive. Struggle with an outbreak in a secluded rural town that is rapidly turning into hell.,Pathologic 2,Ice-Pick Lodge,tinyBuild,3499,121,92
445310,"['Single-player', 'Multi-player', 'Partial Controller Support']",RPG,https://cdn.akamai.steamstatic.com/steam/apps/445310/header.jpg?t=1602604011,"Five years after the epic events of Might &amp; Magic Heroes VII, lead the new Fortress faction to define the destiny of the Dwarves and shed light on some of the darkest chapters of their history.",Might and Magic: Heroes VII – Trial by Fire,Limbic Entertainment,Ubisoft,749,121,65
200170,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together']",Strategy,https://cdn.akamai.steamstatic.com/steam/apps/200170/header.jpg?t=1655730041,Worms™ Revolution is the latest game in the classic turn-based strategy series to come to the PC.,Worms Revolution,Team17 Digital Ltd,Team17 Digital Ltd,224,121,73
406290,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Stats', 'Steam Turn Notifications']",Simulation,https://cdn.akamai.steamstatic.com/steam/apps/406290/header.jpg?t=1647893895,"Twilight Struggle is a two-player game where players play as either the US or USSR during the Cold War. Using actual events from history, players must plan out their strategies in order to obtain world dominance. Play Twilight Struggle and change the course of history.",Twilight Struggle,"Playdek, Inc.","Playdek, Inc.",999,121,87
250760,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']",Action,https://cdn.akamai.steamstatic.com/steam/apps/250760/header.jpg?t=1644022538,"Shovel Knight: Treasure Trove is the complete Shovel Knight collection, containing all 5 games in the epic saga! Dig, blast, slash, and bash your way through a fantastical, 8-bit inspired world of pixel-perfect platforming, memorable characters, and world-class action-adventure gameplay.",Shovel Knight: Treasure Trove,Yacht Club Games,Yacht Club Games,3999,121,85
1058770,"['Single-player', 'Steam Achievements', 'Steam Workshop']",Adventure,https://cdn.akamai.steamstatic.com/steam/apps/1058770/header.jpg?t=1649321537,《我来自江湖》是一款结合武侠、角色扮演、模拟经营多种元素的独立游戏。在游戏中，你需要扮演一个小势力的掌门，带领弟子在开放的江湖里自由探索，发展自己的势力，经营不同产业，在风云诡谲的江湖里生存下去。,我来自江湖 From Jianghu,Gamexel Studio,INDIECN,799,121,79
3830,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet']",Action,https://cdn.akamai.steamstatic.com/steam/apps/3830/header.jpg?t=1631142852,"A Psychic Odyssey Through the Minds of Misfits, Monsters, and Madmen. This classic action/adventure platformer from acclaimed developers Double Fine Productions follows the story of a young psychic named Razputin.",Psychonauts,Double Fine Productions,Double Fine Productions,999,120,87
474960,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV']",Action,https://cdn.akamai.steamstatic.com/steam/apps/474960/header.jpg?t=1580256966,"From Remedy Entertainment, the masters of cinematic action games, comes Quantum Break, a time-amplified suspenseful blockbuster. The Quantum Break experience is part game, part live action show—where decisions in one dramatically affect the other.",Quantum Break,Remedy Entertainment,Xbox Game Studios,3999,120,66
383080,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",Casual,https://cdn.akamai.steamstatic.com/steam/apps/383080/header.jpg?t=1578342456,"The latest entry in the Sakura series is more action-packed than ever before! Sakura Clickers is a fast-paced, exciting adventure, full of content, in which you defeat your foes with the power of your mouse!",Sakura Clicker,Winged Cloud,Winged Cloud,0,120,84
1072500,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together']",Sports,https://cdn.akamai.steamstatic.com/steam/apps/1072500/header.jpg?t=1641977754,"AO Tennis 2 is the only tennis experience designed for and by its community. Create your own players, stadiums and legendary matches. Enter the competition to reach the top of world tennis in Career Mode.",AO Tennis 2,Big Ant Studios,Nacon,1749,120,65
829420,"['Single-player', 'In-App Purchases']",Casual,https://cdn.akamai.steamstatic.com/steam/apps/829420/header.jpg?t=1654051860,"Build your own theme hospital! Here, you might meet patients with a lot of hair, or no hair; strange aliens, evil guy, super hero…",Fun Hospital,OrangesGame Technology Limited,OrangesGame Technology Limited,0,120,61
1191120,"['Single-player', 'Steam Achievements', 'Steam Cloud']",Casual,https://cdn.akamai.steamstatic.com/steam/apps/1191120/header.jpg?t=1646641735,"This is the story of your life. Experience the entire journey from toddler to adulthood. Go to schools, learn new things, meet new friends, and have wild adventures! Every choice you make will influence your future career, and decide who your romantic partner will be. Who will you become?",Growing Up,Vile Monarch,Vile Monarch,1499,120,89
442080,"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Steam Trading Cards', 'In-App Purchases']",Adventure,https://cdn.akamai.steamstatic.com/steam/apps/442080/header.jpg?t=1654048807,"Take the battle to the sky with fantastical flying mount combat unlike anything you’ve seen before in Riders of Icarus, the new unprecedented action-adventure MMORPG experience that lets you ride and fight on the back of the realm’s most dangerous winged beasts…dragons.",Riders of Icarus,"WeMade, VALOFE",VALOFE,0,120,66
1457510,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",RPG,https://cdn.akamai.steamstatic.com/steam/apps/1457510/header.jpg?t=1656063107,"THE LEGEND OF HEROES: SEN NO KISEKI IV -THE END OF SAGA, the final chapter of the story-driven RPG series SEN NO KISEKI, is finally here!",The Legend of Heroes: Sen no Kiseki IV -THE END OF SAGA-,Nihon Falcom,Clouded Leopard Entertainment,4499,120,84
1229380,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1229380/header.jpg?t=1651958159,An UNCONVENTIONAL ADVENTURE RPG that takes place in an inexpressible world filled with amusing musical battles and strange delightful encounters. To put it simply: You are in for a ride.,Everhood,"Chris Nordgren, Jordi Roca","Foreign Gnomes, Surefire.Games",999,119,83
794600,"['Single-player', 'Steam Achievements', 'Captions available', 'In-App Purchases', 'Partial Controller Support']",Action,https://cdn.akamai.steamstatic.com/steam/apps/794600/header.jpg?t=1651010046,"It's finally here! The survival action game that pits the strong against the weak is finally on PC! Experience all the heart-thumping action with a silky-smooth frame rate and ultra high resolution. How you make the best of the weapons, armor, and items at your disposal will determine your fate in the ever-changing &quot;Tower of Barbs!",LET IT DIE,"GRASSHOPPER MANUFACTURE INC., SUPERTRICK  GAMES,Inc.",GungHo Online Entertainment America,0,119,73
1407860,"['Single-player', 'Steam Cloud']",Adventure,https://cdn.akamai.steamstatic.com/steam/apps/1407860/header.jpg?t=1635345853,"If you ever dreamed of exploring space at a relaxed pace, here's a journey designed for you.",Space Travel Idle,Ayatsuji_San,Spaceive,0,119,68
915810,"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Partial Controller Support']",Action,https://cdn.akamai.steamstatic.com/steam/apps/915810/header.jpg?t=1652982260,A chaotic multiplayer hide-and-seek game. Possess seemingly harmless objects as Ghosts or chase them down as Hunters before the clock strikes midnight!,Midnight Ghost Hunt,Vaulted Sky Games,Coffee Stain Publishing,1999,119,81
